adm1,adm2,adm3,adm4,provinsi,kota,kecamatan,kelurahan
31,31.01,31.01.01,31.01.01.1001,DKI JAKARTA,KAB. ADM. KEP. SERIBU,Kepulauan Seribu Utara,Pulau Panggang
31,31.01,31.01.01,31.01.01.1002,DKI JAKARTA,KAB. ADM. KEP. SERIBU,Kepulauan Seribu Utara,Pulau Kelapa
31,31.01,31.01.01,31.01.01.1003,DKI JAKARTA,KAB. ADM. KEP. SERIBU,Kepulauan Seribu Utara,Pulau Harapan
31,31.01,31.01.02,31.01.02.1001,DKI JAKARTA,KAB. ADM. KEP. SERIBU,Kepulauan Seribu Selatan,Pulau Untung Jawa
31,31.01,31.01.02,31.01.02.1002,DKI JAKARTA,KAB. ADM. KEP. SERIBU,Kepulauan Seribu Selatan,Pulau Tidung
31,31.01,31.01.02,31.01.02.1003,DKI JAKARTA,KAB. ADM. KEP. SERIBU,Kepulauan Seribu Selatan,Pulau Pari
31,31.71,31.71.01,31.71.01.1001,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Gambir,Gambir
31,31.71,31.71.01,31.71.01.1002,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Gambir,Cideng
31,31.71,31.71.01,31.71.01.1003,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Gambir,Petojo Utara
31,31.71,31.71.01,31.71.01.1004,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Gambir,Petojo Selatan
31,31.71,31.71.01,31.71.01.1005,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Gambir,Kebon Kelapa
31,31.71,31.71.01,31.71.01.1006,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Gambir,Duri Pulo
31,31.71,31.71.02,31.71.02.1001,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Sawah Besar,Pasar Baru
31,31.71,31.71.02,31.71.02.1002,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Sawah Besar,Karang Anyar
31,31.71,31.71.02,31.71.02.1003,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Sawah Besar,Kartini
31,31.71,31.71.02,31.71.02.1004,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Sawah Besar,Gunung Sahari Utara
31,31.71,31.71.02,31.71.02.1005,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Sawah Besar,Mangga Dua Selatan
31,31.71,31.71.03,31.71.03.1001,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Kemayoran,Kemayoran
31,31.71,31.71.03,31.71.03.1002,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Kemayoran,Kebon Kosong
31,31.71,31.71.03,31.71.03.1003,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Kemayoran,Harapan Mulia
31,31.71,31.71.03,31.71.03.1004,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Kemayoran,Serdang
31,31.71,31.71.03,31.71.03.1005,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Kemayoran,Gunung Sahari Selatan
31,31.71,31.71.03,31.71.03.1006,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Kemayoran,Cempaka Baru
31,31.71,31.71.03,31.71.03.1007,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Kemayoran,Sumur Batu
31,31.71,31.71.03,31.71.03.1008,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Kemayoran,Utan Panjang
31,31.71,31.71.04,31.71.04.1001,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Senen,Senen
31,31.71,31.71.04,31.71.04.1002,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Senen,Kenari
31,31.71,31.71.04,31.71.04.1003,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Senen,Paseban
31,31.71,31.71.04,31.71.04.1004,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Senen,Kramat
31,31.71,31.71.04,31.71.04.1005,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Senen,Kwitang
31,31.71,31.71.04,31.71.04.1006,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Senen,Bungur
31,31.71,31.71.05,31.71.05.1001,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Cempaka Putih,Cempaka Putih Timur
31,31.71,31.71.05,31.71.05.1002,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Cempaka Putih,Cempaka Putih Barat
31,31.71,31.71.05,31.71.05.1003,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Cempaka Putih,Rawasari
31,31.71,31.71.06,31.71.06.1001,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Menteng,Menteng
31,31.71,31.71.06,31.71.06.1002,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Menteng,Pegangsaan
31,31.71,31.71.06,31.71.06.1003,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Menteng,Cikini
31,31.71,31.71.06,31.71.06.1004,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Menteng,Gondangdia
31,31.71,31.71.06,31.71.06.1005,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Menteng,Kebon Sirih
31,31.71,31.71.07,31.71.07.1001,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Tanah Abang,Gelora
31,31.71,31.71.07,31.71.07.1002,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Tanah Abang,Bendungan Hilir
31,31.71,31.71.07,31.71.07.1003,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Tanah Abang,Karet Tengsin
31,31.71,31.71.07,31.71.07.1004,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Tanah Abang,Petamburan
31,31.71,31.71.07,31.71.07.1005,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Tanah Abang,Kebon Melati
31,31.71,31.71.07,31.71.07.1006,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Tanah Abang,Kebon Kacang
31,31.71,31.71.07,31.71.07.1007,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Tanah Abang,Kampung Bali
31,31.71,31.71.08,31.71.08.1001,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Johar Baru,Johar Baru
31,31.71,31.71.08,31.71.08.1002,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Johar Baru,Kampung Rawa
31,31.71,31.71.08,31.71.08.1003,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Johar Baru,Galur
